Time,Interval Start,Interval End,Market,Location,Location Type,LMP,Energy,Congestion,Loss,GHG
2025-01-07 20:15:00-08:00,2025-01-07 20:15:00-08:00,2025-01-07 20:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,47.59279,47.52815,1.30988,-1.24524,0.0
2025-01-07 20:30:00-08:00,2025-01-07 20:30:00-08:00,2025-01-07 20:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,46.60341,47.81799,0.0,-1.21458,0.0
2025-01-07 20:45:00-08:00,2025-01-07 20:45:00-08:00,2025-01-07 21:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,46.3177,47.47685,0.00403,-1.16318,0.0
2025-01-07 21:00:00-08:00,2025-01-07 21:00:00-08:00,2025-01-07 21:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,47.14682,48.39542,0.0,-1.2486,0.0
2025-01-07 21:15:00-08:00,2025-01-07 21:15:00-08:00,2025-01-07 21:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,46.72011,47.74666,0.0,-1.02655,0.0
2025-01-07 21:30:00-08:00,2025-01-07 21:30:00-08:00,2025-01-07 21:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,46.82272,47.65529,0.03952,-0.87209,0.0
2025-01-07 21:45:00-08:00,2025-01-07 21:45:00-08:00,2025-01-07 22:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,44.94985,45.62048,0.08211,-0.75274,0.0
2025-01-07 22:00:00-08:00,2025-01-07 22:00:00-08:00,2025-01-07 22:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,58.92533,49.15285,10.59333,-0.82085,0.0
2025-01-07 22:15:00-08:00,2025-01-07 22:15:00-08:00,2025-01-07 22:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,57.25189,46.39206,11.3655,-0.50567,0.0
2025-01-07 22:30:00-08:00,2025-01-07 22:30:00-08:00,2025-01-07 22:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,50.08698,45.49574,5.09624,-0.505,0.0
2025-01-07 22:45:00-08:00,2025-01-07 22:45:00-08:00,2025-01-07 23:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.37117,46.19334,3.81992,-0.64209,0.0
2025-01-07 23:00:00-08:00,2025-01-07 23:00:00-08:00,2025-01-07 23:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,52.95229,53.42779,0.0,-0.47551,0.0
2025-01-07 23:15:00-08:00,2025-01-07 23:15:00-08:00,2025-01-07 23:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,50.7864,51.20113,0.0,-0.41473,0.0
2025-01-07 23:30:00-08:00,2025-01-07 23:30:00-08:00,2025-01-07 23:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,60.49445,57.08963,4.00426,-0.59944,0.0
2025-01-07 23:45:00-08:00,2025-01-07 23:45:00-08:00,2025-01-08 00:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,59.02565,54.31496,5.11262,-0.40193,0.0
2025-01-08 00:00:00-08:00,2025-01-08 00:00:00-08:00,2025-01-08 00:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,59.77344,55.7918,4.2885,-0.30685,0.0
2025-01-08 00:15:00-08:00,2025-01-08 00:15:00-08:00,2025-01-08 00:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,59.90043,50.52564,9.58194,-0.20716,0.0
2025-01-08 00:30:00-08:00,2025-01-08 00:30:00-08:00,2025-01-08 00:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,60.56351,50.4268,10.27287,-0.13615,0.0
2025-01-08 00:45:00-08:00,2025-01-08 00:45:00-08:00,2025-01-08 01:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,50.55686,41.1089,9.32874,0.11922,0.0
2025-01-08 01:00:00-08:00,2025-01-08 01:00:00-08:00,2025-01-08 01:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.46697,41.81359,7.63247,0.02091,0.0
2025-01-08 01:15:00-08:00,2025-01-08 01:15:00-08:00,2025-01-08 01:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,47.62705,40.46805,7.04568,0.11331,0.0
2025-01-08 01:30:00-08:00,2025-01-08 01:30:00-08:00,2025-01-08 01:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,44.75489,41.03077,3.53128,0.19284,0.0
2025-01-08 01:45:00-08:00,2025-01-08 01:45:00-08:00,2025-01-08 02:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,44.58349,45.11818,-0.69712,0.16243,0.0
2025-01-08 02:00:00-08:00,2025-01-08 02:00:00-08:00,2025-01-08 02:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.65756,42.54003,0.06648,0.05105,0.0
2025-01-08 02:15:00-08:00,2025-01-08 02:15:00-08:00,2025-01-08 02:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,43.19859,43.12044,0.00054,0.07762,0.0
2025-01-08 02:30:00-08:00,2025-01-08 02:30:00-08:00,2025-01-08 02:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,45.3099,45.30936,0.00054,0.0,0.0
2025-01-08 02:45:00-08:00,2025-01-08 02:45:00-08:00,2025-01-08 03:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,47.93297,47.80194,0.03543,0.0956,0.0
2025-01-08 03:00:00-08:00,2025-01-08 03:00:00-08:00,2025-01-08 03:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,45.6373,45.41929,0.0,0.21801,0.0
2025-01-08 03:15:00-08:00,2025-01-08 03:15:00-08:00,2025-01-08 03:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.97484,42.80363,0.0,0.17121,0.0
2025-01-08 03:30:00-08:00,2025-01-08 03:30:00-08:00,2025-01-08 03:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.87793,42.65612,0.0,0.22181,0.0
2025-01-08 03:45:00-08:00,2025-01-08 03:45:00-08:00,2025-01-08 04:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.01705,41.85382,0.0,0.16323,0.0
2025-01-08 04:00:00-08:00,2025-01-08 04:00:00-08:00,2025-01-08 04:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,41.25972,40.93633,0.0,0.3234,0.0
2025-01-08 04:15:00-08:00,2025-01-08 04:15:00-08:00,2025-01-08 04:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,41.246,40.93084,0.0,0.31517,0.0
2025-01-08 04:30:00-08:00,2025-01-08 04:30:00-08:00,2025-01-08 04:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,44.42207,43.92984,0.12761,0.36462,0.0
2025-01-08 04:45:00-08:00,2025-01-08 04:45:00-08:00,2025-01-08 05:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,45.06879,44.71995,0.15654,0.1923,0.0
2025-01-08 05:00:00-08:00,2025-01-08 05:00:00-08:00,2025-01-08 05:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,41.08379,40.814,0.04123,0.22856,0.0
2025-01-08 05:15:00-08:00,2025-01-08 05:15:00-08:00,2025-01-08 05:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,43.55511,43.21525,0.13675,0.20311,0.0
2025-01-08 05:30:00-08:00,2025-01-08 05:30:00-08:00,2025-01-08 05:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,47.72817,46.77976,0.92034,0.02807,0.0
2025-01-08 05:45:00-08:00,2025-01-08 05:45:00-08:00,2025-01-08 06:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,57.16011,56.93537,0.27598,-0.05124,0.0
2025-01-08 06:00:00-08:00,2025-01-08 06:00:00-08:00,2025-01-08 06:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.69199,48.9942,0.79088,-0.09309,0.0
2025-01-08 06:15:00-08:00,2025-01-08 06:15:00-08:00,2025-01-08 06:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,61.9944,56.226,6.23508,-0.46668,0.0
2025-01-08 06:30:00-08:00,2025-01-08 06:30:00-08:00,2025-01-08 06:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,65.20251,58.2976,7.57534,-0.67042,0.0
2025-01-08 06:45:00-08:00,2025-01-08 06:45:00-08:00,2025-01-08 07:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,74.07988,56.61946,18.00397,-0.54355,0.0
2025-01-08 07:00:00-08:00,2025-01-08 07:00:00-08:00,2025-01-08 07:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,65.07044,54.54261,11.21506,-0.68724,0.0
2025-01-08 07:15:00-08:00,2025-01-08 07:15:00-08:00,2025-01-08 07:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,63.53532,52.18321,12.24966,-0.89755,0.0
2025-01-08 07:30:00-08:00,2025-01-08 07:30:00-08:00,2025-01-08 07:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,63.30203,49.34968,14.99362,-1.04128,0.0
2025-01-08 07:45:00-08:00,2025-01-08 07:45:00-08:00,2025-01-08 08:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,61.94931,46.65351,16.19154,-0.89575,0.0
2025-01-08 08:00:00-08:00,2025-01-08 08:00:00-08:00,2025-01-08 08:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,66.25288,55.72122,12.19773,-1.66606,0.0
2025-01-08 08:15:00-08:00,2025-01-08 08:15:00-08:00,2025-01-08 08:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,69.08656,51.35944,18.91352,-1.1864,0.0
2025-01-08 08:30:00-08:00,2025-01-08 08:30:00-08:00,2025-01-08 08:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,51.48615,34.46559,17.85118,-0.83062,0.0
2025-01-08 08:45:00-08:00,2025-01-08 08:45:00-08:00,2025-01-08 09:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,50.55734,38.73559,12.60808,-0.78633,0.0
2025-01-08 09:00:00-08:00,2025-01-08 09:00:00-08:00,2025-01-08 09:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,44.54725,37.77147,8.25265,-1.47686,0.0
2025-01-08 09:15:00-08:00,2025-01-08 09:15:00-08:00,2025-01-08 09:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,47.61572,38.95228,10.17868,-1.51524,0.0
2025-01-08 09:30:00-08:00,2025-01-08 09:30:00-08:00,2025-01-08 09:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,40.75833,35.01445,6.9939,-1.25002,0.0
2025-01-08 09:45:00-08:00,2025-01-08 09:45:00-08:00,2025-01-08 10:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,38.25216,32.91282,6.19178,-0.85244,0.0
2025-01-08 10:00:00-08:00,2025-01-08 10:00:00-08:00,2025-01-08 10:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,44.01486,36.82527,8.27594,-1.08635,0.0
2025-01-08 10:15:00-08:00,2025-01-08 10:15:00-08:00,2025-01-08 10:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.71151,35.90265,7.57717,-0.76832,0.0
2025-01-08 10:30:00-08:00,2025-01-08 10:30:00-08:00,2025-01-08 10:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,37.70618,32.80725,5.74863,-0.84971,0.0
2025-01-08 10:45:00-08:00,2025-01-08 10:45:00-08:00,2025-01-08 11:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,34.19344,30.23554,4.741,-0.7831,0.0
2025-01-08 11:00:00-08:00,2025-01-08 11:00:00-08:00,2025-01-08 11:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,33.00663,30.64177,3.17687,-0.81201,0.0
2025-01-08 11:15:00-08:00,2025-01-08 11:15:00-08:00,2025-01-08 11:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,31.05488,29.07882,2.74374,-0.76768,0.0
2025-01-08 11:30:00-08:00,2025-01-08 11:30:00-08:00,2025-01-08 11:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,26.04806,26.79827,0.15826,-0.90846,0.0
2025-01-08 11:45:00-08:00,2025-01-08 11:45:00-08:00,2025-01-08 12:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,30.47972,26.72726,4.58902,-0.83656,0.0
2025-01-08 12:00:00-08:00,2025-01-08 12:00:00-08:00,2025-01-08 12:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,27.41687,28.80362,-0.41031,-0.97644,0.0
2025-01-08 12:15:00-08:00,2025-01-08 12:15:00-08:00,2025-01-08 12:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,25.39043,25.89554,0.37275,-0.87786,0.0
2025-01-08 12:30:00-08:00,2025-01-08 12:30:00-08:00,2025-01-08 12:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,24.63368,25.60439,-0.15905,-0.81166,0.0
2025-01-08 12:45:00-08:00,2025-01-08 12:45:00-08:00,2025-01-08 13:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,16.47923,22.09384,-4.96063,-0.65398,0.0
2025-01-08 13:00:00-08:00,2025-01-08 13:00:00-08:00,2025-01-08 13:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,13.22326,21.42266,-7.41747,-0.78193,0.0
2025-01-08 13:15:00-08:00,2025-01-08 13:15:00-08:00,2025-01-08 13:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,14.78846,22.67009,-7.06551,-0.81612,0.0
2025-01-08 13:30:00-08:00,2025-01-08 13:30:00-08:00,2025-01-08 13:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,12.76246,21.60173,-8.04865,-0.79062,0.0
2025-01-08 13:45:00-08:00,2025-01-08 13:45:00-08:00,2025-01-08 14:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,12.82915,21.06619,-7.49551,-0.74153,0.0
2025-01-08 14:00:00-08:00,2025-01-08 14:00:00-08:00,2025-01-08 14:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,12.90552,21.6545,-8.01489,-0.73409,0.0
2025-01-08 14:15:00-08:00,2025-01-08 14:15:00-08:00,2025-01-08 14:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,15.51482,24.04836,-7.75918,-0.77436,0.0
2025-01-08 14:30:00-08:00,2025-01-08 14:30:00-08:00,2025-01-08 14:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,17.4068,25.30875,-7.03134,-0.87062,0.0
2025-01-08 14:45:00-08:00,2025-01-08 14:45:00-08:00,2025-01-08 15:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,18.48736,25.84656,-6.52953,-0.82967,0.0
2025-01-08 15:00:00-08:00,2025-01-08 15:00:00-08:00,2025-01-08 15:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,18.30635,22.67975,-3.68167,-0.69173,0.0
2025-01-08 15:15:00-08:00,2025-01-08 15:15:00-08:00,2025-01-08 15:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,24.01452,27.11744,-2.29754,-0.80539,0.0
2025-01-08 15:30:00-08:00,2025-01-08 15:30:00-08:00,2025-01-08 15:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,37.71242,38.61208,0.0,-0.89966,0.0
2025-01-08 15:45:00-08:00,2025-01-08 15:45:00-08:00,2025-01-08 16:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,51.06707,52.22116,0.0,-1.15409,0.0
2025-01-08 16:00:00-08:00,2025-01-08 16:00:00-08:00,2025-01-08 16:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.19424,42.82415,0.03386,-0.66377,0.0
2025-01-08 16:15:00-08:00,2025-01-08 16:15:00-08:00,2025-01-08 16:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,48.13893,49.05351,0.03215,-0.94673,0.0
2025-01-08 16:30:00-08:00,2025-01-08 16:30:00-08:00,2025-01-08 16:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,56.04425,56.89767,0.15936,-1.01278,0.0
2025-01-08 16:45:00-08:00,2025-01-08 16:45:00-08:00,2025-01-08 17:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,59.63811,60.61697,0.22136,-1.20022,0.0
2025-01-08 17:00:00-08:00,2025-01-08 17:00:00-08:00,2025-01-08 17:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,52.79475,52.63158,1.38422,-1.22105,0.0
2025-01-08 17:15:00-08:00,2025-01-08 17:15:00-08:00,2025-01-08 17:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,55.47706,55.40047,1.46715,-1.39055,0.0
2025-01-08 17:30:00-08:00,2025-01-08 17:30:00-08:00,2025-01-08 17:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,56.82873,56.69368,1.65444,-1.51939,0.0
2025-01-08 17:45:00-08:00,2025-01-08 17:45:00-08:00,2025-01-08 18:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,55.97854,55.75587,1.65002,-1.42735,0.0
2025-01-08 18:00:00-08:00,2025-01-08 18:00:00-08:00,2025-01-08 18:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,52.41974,52.18609,1.4235,-1.18984,0.0
2025-01-08 18:15:00-08:00,2025-01-08 18:15:00-08:00,2025-01-08 18:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.44003,48.80412,1.56807,-0.93216,0.0
2025-01-08 18:30:00-08:00,2025-01-08 18:30:00-08:00,2025-01-08 18:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.42247,48.58443,1.56195,-0.72391,0.0
2025-01-08 18:45:00-08:00,2025-01-08 18:45:00-08:00,2025-01-08 19:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,47.92524,47.78582,0.73674,-0.59732,0.0
2025-01-08 19:00:00-08:00,2025-01-08 19:00:00-08:00,2025-01-08 19:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.85661,48.88662,1.58596,-0.61597,0.0
2025-01-08 19:15:00-08:00,2025-01-08 19:15:00-08:00,2025-01-08 19:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.81705,49.2052,1.15802,-0.54618,0.0
2025-01-08 19:30:00-08:00,2025-01-08 19:30:00-08:00,2025-01-08 19:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,50.36918,49.68566,1.18534,-0.50183,0.0
2025-01-08 19:45:00-08:00,2025-01-08 19:45:00-08:00,2025-01-08 20:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.17351,49.66887,0.00132,-0.49669,0.0
2025-01-08 20:00:00-08:00,2025-01-08 20:00:00-08:00,2025-01-08 20:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,51.10798,51.43643,0.21678,-0.54523,0.0
2025-01-08 20:15:00-08:00,2025-01-08 20:15:00-08:00,2025-01-08 20:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,50.62472,50.92056,0.1879,-0.48375,0.0
2025-01-08 20:30:00-08:00,2025-01-08 20:30:00-08:00,2025-01-08 20:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,50.48528,50.60228,0.18155,-0.29855,0.0
2025-01-08 20:45:00-08:00,2025-01-08 20:45:00-08:00,2025-01-08 21:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.9382,50.16394,0.0,-0.22574,0.0
2025-01-08 21:00:00-08:00,2025-01-08 21:00:00-08:00,2025-01-08 21:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,54.07187,54.21795,0.11959,-0.26567,0.0
2025-01-08 21:15:00-08:00,2025-01-08 21:15:00-08:00,2025-01-08 21:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,53.43546,53.34975,0.26177,-0.17605,0.0
2025-01-08 21:30:00-08:00,2025-01-08 21:30:00-08:00,2025-01-08 21:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,51.16786,51.08888,0.14029,-0.06131,0.0
2025-01-08 21:45:00-08:00,2025-01-08 21:45:00-08:00,2025-01-08 22:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.98936,49.98436,0.0,0.005,0.0
2025-01-08 22:00:00-08:00,2025-01-08 22:00:00-08:00,2025-01-08 22:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,50.12941,50.32653,0.10484,-0.30196,0.0
2025-01-08 22:15:00-08:00,2025-01-08 22:15:00-08:00,2025-01-08 22:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.24079,49.49923,0.05341,-0.31185,0.0
2025-01-08 22:30:00-08:00,2025-01-08 22:30:00-08:00,2025-01-08 22:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,46.2972,46.20774,0.22346,-0.134,0.0
2025-01-08 22:45:00-08:00,2025-01-08 22:45:00-08:00,2025-01-08 23:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,45.224,45.29648,0.0,-0.07247,0.0
2025-01-08 23:00:00-08:00,2025-01-08 23:00:00-08:00,2025-01-08 23:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,50.63344,50.77891,0.05765,-0.20312,0.0
2025-01-08 23:15:00-08:00,2025-01-08 23:15:00-08:00,2025-01-08 23:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,48.91423,49.0168,0.04939,-0.15195,0.0
2025-01-08 23:30:00-08:00,2025-01-08 23:30:00-08:00,2025-01-08 23:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,46.10115,46.16819,0.04376,-0.1108,0.0
2025-01-08 23:45:00-08:00,2025-01-08 23:45:00-08:00,2025-01-09 00:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,45.01786,44.98188,0.0,0.03599,0.0
2025-01-09 00:00:00-08:00,2025-01-09 00:00:00-08:00,2025-01-09 00:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,49.77593,46.3982,3.51692,-0.13919,0.0
2025-01-09 00:15:00-08:00,2025-01-09 00:15:00-08:00,2025-01-09 00:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,47.82662,47.21599,0.73339,-0.12276,0.0
2025-01-09 00:30:00-08:00,2025-01-09 00:30:00-08:00,2025-01-09 00:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,47.27103,46.54202,0.79417,-0.06516,0.0
2025-01-09 00:45:00-08:00,2025-01-09 00:45:00-08:00,2025-01-09 01:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,44.49854,44.34326,0.11537,0.03991,0.0
2025-01-09 01:00:00-08:00,2025-01-09 01:00:00-08:00,2025-01-09 01:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,44.24438,44.22776,0.05642,-0.0398,0.0
2025-01-09 01:15:00-08:00,2025-01-09 01:15:00-08:00,2025-01-09 01:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,43.20632,43.09555,0.18834,-0.07757,0.0
2025-01-09 01:30:00-08:00,2025-01-09 01:30:00-08:00,2025-01-09 01:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,41.53035,41.12919,0.42583,-0.02468,0.0
2025-01-09 01:45:00-08:00,2025-01-09 01:45:00-08:00,2025-01-09 02:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,41.73043,41.71792,0.0,0.01252,0.0
2025-01-09 02:00:00-08:00,2025-01-09 02:00:00-08:00,2025-01-09 02:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.73485,42.78914,0.03556,-0.08986,0.0
2025-01-09 02:15:00-08:00,2025-01-09 02:15:00-08:00,2025-01-09 02:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,43.01065,42.54473,0.57654,-0.11062,0.0
2025-01-09 02:30:00-08:00,2025-01-09 02:30:00-08:00,2025-01-09 02:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.65768,42.65763,0.10243,-0.10238,0.0
2025-01-09 02:45:00-08:00,2025-01-09 02:45:00-08:00,2025-01-09 03:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.3612,42.3612,0.0,0.0,0.0
2025-01-09 03:00:00-08:00,2025-01-09 03:00:00-08:00,2025-01-09 03:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.42182,42.3612,0.06062,0.0,0.0
2025-01-09 03:15:00-08:00,2025-01-09 03:15:00-08:00,2025-01-09 03:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.42492,42.3788,0.04612,0.0,0.0
2025-01-09 03:30:00-08:00,2025-01-09 03:30:00-08:00,2025-01-09 03:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.40925,42.3612,0.04805,0.0,0.0
2025-01-09 03:45:00-08:00,2025-01-09 03:45:00-08:00,2025-01-09 04:00:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.9,42.9,0.0,0.0,0.0
2025-01-09 04:00:00-08:00,2025-01-09 04:00:00-08:00,2025-01-09 04:15:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,42.89143,42.85714,0.0,0.03429,0.0
2025-01-09 04:15:00-08:00,2025-01-09 04:15:00-08:00,2025-01-09 04:30:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,43.02939,42.99929,0.0,0.0301,0.0
2025-01-09 04:30:00-08:00,2025-01-09 04:30:00-08:00,2025-01-09 04:45:00-08:00,REAL_TIME_15_MIN,DLAP_SCE-APND,DLAP,43.39492,43.32992,0.0,0.06499,0.0
